RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_FIX_INDEX,CURRENT_FIX_START,CURRENT_FIX_DURATION,CURRENT_FIX_X,CURRENT_FIX_Y,CURRENT_FIX_PUPIL,condition,category,img_name,expected,Button_Press,Correct,Button_pressed_time,Time_on_Display,RT
s2_bot,8,5,857,109,327,36,1436.0,present,bottle,000000481185.jpg,7,6,0,118435.0,115250.387422,3184
s2_bot,8,6,1046,283,137,41,1575.0,present,bottle,000000481185.jpg,7,6,0,118435.0,115250.387422,3184
s2_bot,8,7,1374,154,188,61,1776.0,present,bottle,000000481185.jpg,7,6,0,118435.0,115250.387422,3184
s2_bot,8,8,1600,281,101,20,1828.0,present,bottle,000000481185.jpg,7,6,0,118435.0,115250.387422,3184
s2_bot,8,9,1994,354,420,53,2008.0,present,bottle,000000481185.jpg,7,6,0,118435.0,115250.387422,3184
s2_bot,8,10,2403,397,316,31,2217.0,present,bottle,000000481185.jpg,7,6,0,118435.0,115250.387422,3184
s2_bot,8,11,2907,282,109,125,2477.0,present,bottle,000000481185.jpg,7,6,0,118435.0,115250.387422,3184
s2_bot,8,12,3254,503,265,167,2255.0,present,bottle,000000481185.jpg,7,6,0,118435.0,115250.387422,3184
s2_bot,9,1,7,253,257,159,985.0,present,bottle,000000302055.jpg,7,7,1,121739.0,120487.817422,1251
s2_bot,9,2,325,83,145,90,945.0,present,bottle,000000302055.jpg,7,7,1,121739.0,120487.817422,1251
s2_bot,9,3,478,200,311,51,1108.0,present,bottle,000000302055.jpg,7,7,1,121739.0,120487.817422,1251
s2_bot,9,4,719,101,329,29,1260.0,present,bottle,000000302055.jpg,7,7,1,121739.0,120487.817422,1251
s2_bot,9,5,864,140,387,16,1328.0,present,bottle,000000302055.jpg,7,7,1,121739.0,120487.817422,1251
s2_bot,9,6,1055,275,325,38,1556.0,present,bottle,000000302055.jpg,7,7,1,121739.0,120487.817422,1251
s2_bot,9,7,1373,448,305,64,1820.0,present,bottle,000000302055.jpg,7,7,1,121739.0,120487.817422,1251
s2_bot,10,1,7,194,258,159,1001.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,2,254,76,252,105,1014.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,3,378,277,360,83,1056.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,4,717,34,428,194,1239.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,5,850,172,188,139,1481.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,6,1089,144,77,153,1434.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,7,1306,199,274,101,1574.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,8,1529,229,292,94,1677.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,9,1801,140,277,67,1788.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,10,1979,441,253,70,1889.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,11,2445,117,236,71,1966.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,12,2638,243,423,99,1963.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,13,2922,134,373,95,1866.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,14,3112,153,293,117,1863.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,15,3322,327,400,115,1932.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,16,3674,146,422,119,1886.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,17,3842,222,438,119,1840.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,18,4102,173,376,115,1932.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,19,4321,248,296,119,1992.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,20,4615,105,253,111,2021.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,21,4757,276,244,84,2022.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,22,5057,231,242,65,2074.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,23,5309,208,254,65,2132.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,24,5553,268,305,72,2155.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,25,5867,183,402,96,2189.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,26,6077,400,433,111,2128.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,27,6516,346,380,116,2242.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,28,6913,308,350,73,2102.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,29,7306,106,463,276,1938.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,30,7448,65,476,298,1957.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,31,7592,257,502,96,1745.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,32,7897,241,411,82,1951.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,33,8180,172,413,120,2129.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,34,8380,210,379,119,2210.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,35,8637,278,290,115,2183.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,36,8961,164,259,79,2128.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,37,9147,253,255,61,2170.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,38,9438,290,296,62,2333.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,39,9749,129,291,66,2490.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,40,9900,278,305,69,2580.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,41,10219,174,249,72,2641.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,42,10417,154,237,68,2641.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,43,10658,151,90,158,2644.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,44,10848,133,81,182,2353.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,45,11004,290,79,156,1940.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,10,46,11389,78,291,164,2202.0,absent,bottle,000000240709.jpg,6,6,1,134627.0,123723.669422,10903
s2_bot,11,1,7,171,258,161,1196.0,present,bottle,000000276488.jpg,7,7,1,138206.0,137167.511422,1038
s2_bot,11,2,214,141,268,138,1154.0,present,bottle,000000276488.jpg,7,7,1,138206.0,137167.511422,1038
s2_bot,11,3,415,231,213,50,1198.0,present,bottle,000000276488.jpg,7,7,1,138206.0,137167.511422,1038
s2_bot,11,4,670,174,207,24,1413.0,present,bottle,000000276488.jpg,7,7,1,138206.0,137167.511422,1038
s2_bot,11,5,862,198,204,14,1559.0,present,bottle,000000276488.jpg,7,7,1,138206.0,137167.511422,1038
s2_bot,11,6,1131,227,98,103,1724.0,present,bottle,000000276488.jpg,7,7,1,138206.0,137167.511422,1038
s2_bot,11,7,1427,167,248,106,1903.0,present,bottle,000000276488.jpg,7,7,1,138206.0,137167.511422,1038
s2_bot,12,1,7,177,259,161,918.0,absent,bottle,000000006949.jpg,6,6,1,140940.0,139986.379422,953
s2_bot,12,2,229,160,253,119,915.0,absent,bottle,000000006949.jpg,6,6,1,140940.0,139986.379422,953
s2_bot,12,3,440,329,146,157,1059.0,absent,bottle,000000006949.jpg,6,6,1,140940.0,139986.379422,953
s2_bot,12,4,833,88,134,97,1275.0,absent,bottle,000000006949.jpg,6,6,1,140940.0,139986.379422,953
s2_bot,12,5,994,270,307,83,1335.0,absent,bottle,000000006949.jpg,6,6,1,140940.0,139986.379422,953
s2_bot,12,6,1316,206,371,124,1467.0,absent,bottle,000000006949.jpg,6,6,1,140940.0,139986.379422,953
s2_bot,13,1,7,41,257,160,1117.0,absent,bottle,000000095707.jpg,6,6,1,145979.0,144323.109422,1655
s2_bot,13,2,67,229,253,143,1060.0,absent,bottle,000000095707.jpg,6,6,1,145979.0,144323.109422,1655
s2_bot,13,3,425,177,459,185,1078.0,absent,bottle,000000095707.jpg,6,6,1,145979.0,144323.109422,1655
s2_bot,13,4,732,355,53,52,1367.0,absent,bottle,000000095707.jpg,6,6,1,145979.0,144323.109422,1655
s2_bot,13,5,1154,112,178,163,1624.0,absent,bottle,000000095707.jpg,6,6,1,145979.0,144323.109422,1655
s2_bot,13,6,1338,72,91,219,1646.0,absent,bottle,000000095707.jpg,6,6,1,145979.0,144323.109422,1655
s2_bot,13,7,1462,183,28,287,1666.0,absent,bottle,000000095707.jpg,6,6,1,145979.0,144323.109422,1655
s2_bot,13,8,1752,244,43,37,1797.0,absent,bottle,000000095707.jpg,6,6,1,145979.0,144323.109422,1655
s2_bot,13,9,2087,124,251,127,2030.0,absent,bottle,000000095707.jpg,6,6,1,145979.0,144323.109422,1655
s2_bot,14,1,7,168,258,161,1045.0,present,bottle,000000211326.jpg,7,7,1,149964.0,149043.453422,920
s2_bot,14,2,238,157,225,109,1043.0,present,bottle,000000211326.jpg,7,7,1,149964.0,149043.453422,920
s2_bot,14,3,456,67,351,136,1048.0,present,bottle,000000211326.jpg,7,7,1,149964.0,149043.453422,920
s2_bot,14,4,604,208,162,27,1238.0,present,bottle,000000211326.jpg,7,7,1,149964.0,149043.453422,920
s2_bot,14,5,834,643,158,13,1470.0,present,bottle,000000211326.jpg,7,7,1,149964.0,149043.453422,920
s2_bot,15,1,7,245,258,160,999.0,absent,bottle,000000114861.jpg,6,6,1,153204.0,151995.764422,1208
s2_bot,15,2,332,253,215,41,974.0,absent,bottle,000000114861.jpg,6,6,1,153204.0,151995.764422,1208
s2_bot,15,3,646,177,356,84,1238.0,absent,bottle,000000114861.jpg,6,6,1,153204.0,151995.764422,1208
s2_bot,15,4,911,381,155,35,1423.0,absent,bottle,000000114861.jpg,6,6,1,153204.0,151995.764422,1208
s2_bot,15,5,1367,327,262,185,1620.0,absent,bottle,000000114861.jpg,6,6,1,153204.0,151995.764422,1208
s2_bot,15,6,1739,40,277,153,1488.0,absent,bottle,000000114861.jpg,6,6,1,153204.0,151995.764422,1208
s2_bot,16,1,7,27,257,163,1116.0,present,bottle,000000350270.jpg,7,7,1,157044.0,155832.090422,1211
s2_bot,16,2,74,204,258,121,1103.0,present,bottle,000000350270.jpg,7,7,1,157044.0,155832.090422,1211
s2_bot,16,3,342,240,132,71,1070.0,present,bottle,000000350270.jpg,7,7,1,157044.0,155832.090422,1211
s2_bot,16,4,619,247,117,84,1306.0,present,bottle,000000350270.jpg,7,7,1,157044.0,155832.090422,1211
s2_bot,16,5,884,211,114,85,1459.0,present,bottle,000000350270.jpg,7,7,1,157044.0,155832.090422,1211
s2_bot,16,6,1103,176,117,84,1565.0,present,bottle,000000350270.jpg,7,7,1,157044.0,155832.090422,1211
s2_bot,16,7,1306,343,117,40,1694.0,present,bottle,000000350270.jpg,7,7,1,157044.0,155832.090422,1211
s2_bot,16,8,1731,44,290,107,1926.0,present,bottle,000000350270.jpg,7,7,1,157044.0,155832.090422,1211
s2_bot,17,1,7,173,257,161,918.0,present,bottle,000000465457.jpg,7,7,1,160308.0,158784.399422,1523
s2_bot,17,2,221,95,253,121,988.0,present,bottle,000000465457.jpg,7,7,1,160308.0,158784.399422,1523
s2_bot,17,3,371,185,185,52,991.0,present,bottle,000000465457.jpg,7,7,1,160308.0,158784.399422,1523
s2_bot,17,4,608,138,132,90,1156.0,present,bottle,000000465457.jpg,7,7,1,160308.0,158784.399422,1523
s2_bot,17,5,798,195,190,80,1347.0,present,bottle,000000465457.jpg,7,7,1,160308.0,158784.399422,1523
s2_bot,17,6,1015,244,183,66,1375.0,present,bottle,000000465457.jpg,7,7,1,160308.0,158784.399422,1523
s2_bot,17,7,1314,68,122,87,1420.0,present,bottle,000000465457.jpg,7,7,1,160308.0,158784.399422,1523
s2_bot,17,8,1415,302,182,62,1440.0,present,bottle,000000465457.jpg,7,7,1,160308.0,158784.399422,1523
s2_bot,17,9,1739,318,193,67,1491.0,present,bottle,000000465457.jpg,7,7,1,160308.0,158784.399422,1523
s2_bot,18,1,7,54,258,162,1017.0,present,bottle,000000573206.jpg,7,7,1,163092.0,162270.461422,821
s2_bot,18,2,86,126,241,144,1057.0,present,bottle,000000573206.jpg,7,7,1,163092.0,162270.461422,821
s2_bot,18,3,261,40,172,120,1024.0,present,bottle,000000573206.jpg,7,7,1,163092.0,162270.461422,821
s2_bot,18,4,342,296,133,91,1041.0,present,bottle,000000573206.jpg,7,7,1,163092.0,162270.461422,821
s2_bot,18,5,675,711,142,118,1445.0,present,bottle,000000573206.jpg,7,7,1,163092.0,162270.461422,821
s2_bot,19,1,7,28,258,156,1069.0,present,bottle,000000328838.jpg,7,7,1,166252.0,165222.767422,1029
s2_bot,19,2,60,170,235,145,1017.0,present,bottle,000000328838.jpg,7,7,1,166252.0,165222.767422,1029
s2_bot,19,3,286,150,232,67,910.0,present,bottle,000000328838.jpg,7,7,1,166252.0,165222.767422,1029
s2_bot,19,4,469,135,228,29,1000.0,present,bottle,000000328838.jpg,7,7,1,166252.0,165222.767422,1029
s2_bot,19,5,675,592,419,56,1337.0,present,bottle,000000328838.jpg,7,7,1,166252.0,165222.767422,1029
s2_bot,19,6,1291,312,432,29,1501.0,present,bottle,000000328838.jpg,7,7,1,166252.0,165222.767422,1029
s2_bot,20,1,7,32,257,161,1014.0,present,bottle,000000367725.jpg,7,7,1,169061.0,168008.270422,1052
s2_bot,20,2,83,186,230,119,1039.0,present,bottle,000000367725.jpg,7,7,1,169061.0,168008.270422,1052
s2_bot,20,3,323,104,317,99,972.0,present,bottle,000000367725.jpg,7,7,1,169061.0,168008.270422,1052
s2_bot,20,4,460,416,345,122,1192.0,present,bottle,000000367725.jpg,7,7,1,169061.0,168008.270422,1052
s2_bot,20,5,897,561,346,137,1522.0,present,bottle,000000367725.jpg,7,7,1,169061.0,168008.270422,1052
s2_bot,20,6,1541,70,161,137,1634.0,present,bottle,000000367725.jpg,7,7,1,169061.0,168008.270422,1052
s2_bot,21,1,7,92,257,163,1095.0,absent,bottle,000000359219.jpg,6,6,1,172632.0,171811.248422,820
s2_bot,21,2,138,133,243,140,1072.0,absent,bottle,000000359219.jpg,6,6,1,172632.0,171811.248422,820
s2_bot,21,3,349,156,215,45,1010.0,absent,bottle,000000359219.jpg,6,6,1,172632.0,171811.248422,820
s2_bot,21,4,590,280,144,24,1223.0,absent,bottle,000000359219.jpg,6,6,1,172632.0,171811.248422,820
s2_bot,21,5,957,291,334,100,1486.0,absent,bottle,000000359219.jpg,6,6,1,172632.0,171811.248422,820
s2_bot,21,6,1300,83,413,88,1553.0,absent,bottle,000000359219.jpg,6,6,1,172632.0,171811.248422,820
s2_bot,22,1,7,135,256,159,1142.0,absent,bottle,000000321506.jpg,6,7,0,176745.0,175364.028422,1380
s2_bot,22,2,185,97,228,119,1103.0,absent,bottle,000000321506.jpg,6,7,0,176745.0,175364.028422,1380
s2_bot,22,3,341,275,341,94,1076.0,absent,bottle,000000321506.jpg,6,7,0,176745.0,175364.028422,1380
s2_bot,22,4,664,221,304,118,1338.0,absent,bottle,000000321506.jpg,6,7,0,176745.0,175364.028422,1380
s2_bot,22,5,904,230,312,115,1465.0,absent,bottle,000000321506.jpg,6,7,0,176745.0,175364.028422,1380
s2_bot,22,6,1219,178,152,36,1540.0,absent,bottle,000000321506.jpg,6,7,0,176745.0,175364.028422,1380
s2_bot,22,7,1423,24,139,37,1541.0,absent,bottle,000000321506.jpg,6,7,0,176745.0,175364.028422,1380
s2_bot,22,8,1522,140,317,113,1590.0,absent,bottle,000000321506.jpg,6,7,0,176745.0,175364.028422,1380
s2_bot,22,9,1686,258,326,117,1735.0,absent,bottle,000000321506.jpg,6,7,0,176745.0,175364.028422,1380
s2_bot,23,1,7,300,257,160,975.0,absent,bottle,000000553310.jpg,6,7,0,180852.0,178666.604422,2185
s2_bot,23,2,363,111,185,226,1035.0,absent,bottle,000000553310.jpg,6,7,0,180852.0,178666.604422,2185
s2_bot,23,3,533,69,311,223,1123.0,absent,bottle,000000553310.jpg,6,7,0,180852.0,178666.604422,2185
s2_bot,23,4,673,199,149,243,1290.0,absent,bottle,000000553310.jpg,6,7,0,180852.0,178666.604422,2185
s2_bot,23,5,914,136,114,255,1194.0,absent,bottle,000000553310.jpg,6,7,0,180852.0,178666.604422,2185
s2_bot,23,6,1085,123,146,231,1181.0,absent,bottle,000000553310.jpg,6,7,0,180852.0,178666.604422,2185
s2_bot,23,7,1238,161,158,226,1148.0,absent,bottle,000000553310.jpg,6,7,0,180852.0,178666.604422,2185
s2_bot,23,8,1445,184,123,237,1137.0,absent,bottle,000000553310.jpg,6,7,0,180852.0,178666.604422,2185
s2_bot,23,9,1661,306,89,248,1119.0,absent,bottle,000000553310.jpg,6,7,0,180852.0,178666.604422,2185
s2_bot,23,10,1989,763,73,253,1101.0,absent,bottle,000000553310.jpg,6,7,0,180852.0,178666.604422,2185
s2_bot,24,1,7,40,259,162,880.0,absent,bottle,000000463495.jpg,6,6,1,185580.0,182586.328422,2993
s2_bot,24,2,82,243,236,147,923.0,absent,bottle,000000463495.jpg,6,6,1,185580.0,182586.328422,2993
s2_bot,24,3,388,113,392,138,948.0,absent,bottle,000000463495.jpg,6,6,1,185580.0,182586.328422,2993
s2_bot,24,4,564,185,440,87,1112.0,absent,bottle,000000463495.jpg,6,6,1,185580.0,182586.328422,2993
s2_bot,24,5,791,102,449,68,1204.0,absent,bottle,000000463495.jpg,6,6,1,185580.0,182586.328422,2993
s2_bot,24,6,935,113,424,39,1260.0,absent,bottle,000000463495.jpg,6,6,1,185580.0,182586.328422,2993
s2_bot,24,7,1104,246,468,104,1375.0,absent,bottle,000000463495.jpg,6,6,1,185580.0,182586.328422,2993
s2_bot,24,8,1467,189,106,140,1544.0,absent,bottle,000000463495.jpg,6,6,1,185580.0,182586.328422,2993
s2_bot,24,9,1687,141,67,153,1544.0,absent,bottle,000000463495.jpg,6,6,1,185580.0,182586.328422,2993
s2_bot,24,10,1884,319,71,243,1603.0,absent,bottle,000000463495.jpg,6,6,1,185580.0,182586.328422,2993
s2_bot,24,11,2267,199,227,207,1815.0,absent,bottle,000000463495.jpg,6,6,1,185580.0,182586.328422,2993
s2_bot,24,12,2519,95,321,193,1827.0,absent,bottle,000000463495.jpg,6,6,1,185580.0,182586.328422,2993
s2_bot,24,13,2648,215,385,186,1639.0,absent,bottle,000000463495.jpg,6,6,1,185580.0,182586.328422,2993
s2_bot,24,14,2917,195,449,129,1392.0,absent,bottle,000000463495.jpg,6,6,1,185580.0,182586.328422,2993
s2_bot,24,15,3136,262,474,110,1489.0,absent,bottle,000000463495.jpg,6,6,1,185580.0,182586.328422,2993
s2_bot,24,16,3446,115,424,160,1721.0,absent,bottle,000000463495.jpg,6,6,1,185580.0,182586.328422,2993
s2_bot,25,1,7,284,246,158,945.0,present,bottle,000000451800.jpg,7,7,1,191074.0,189908.724422,1165
s2_bot,25,2,384,127,254,55,949.0,present,bottle,000000451800.jpg,7,7,1,191074.0,189908.724422,1165
s2_bot,25,3,535,202,269,49,1129.0,present,bottle,000000451800.jpg,7,7,1,191074.0,189908.724422,1165
s2_bot,25,4,747,182,271,47,1288.0,present,bottle,000000451800.jpg,7,7,1,191074.0,189908.724422,1165
s2_bot,25,5,972,205,262,23,1362.0,present,bottle,000000451800.jpg,7,7,1,191074.0,189908.724422,1165
s2_bot,25,6,1206,521,263,47,1557.0,present,bottle,000000451800.jpg,7,7,1,191074.0,189908.724422,1165
s2_bot,26,1,7,256,256,163,896.0,present,bottle,000000093267.jpg,7,7,1,195137.0,192911.059422,2225
