RECORDING_SESSION_LABEL	TRIAL_INDEX	CURRENT_FIX_INDEX	CURRENT_FIX_START	CURRENT_FIX_DURATION	CURRENT_FIX_X	CURRENT_FIX_Y	CURRENT_FIX_PUPIL	condition	category	imageid	expected	Button_Press	Correct	Button_pressed_time	Time_on_Display	RT
s2_bot	14	4	604	208	162	27	1238.0	present	bottle	211326	7	7	1	149964.0	149043.453422	920
s2_bot	14	5	834	643	158	13	1470.0	present	bottle	211326	7	7	1	149964.0	149043.453422	920
s2_bot	16	1	7	27	257	163	1116.0	present	bottle	350270	7	7	1	157044.0	155832.090422	1211
s2_bot	16	2	74	204	258	121	1103.0	present	bottle	350270	7	7	1	157044.0	155832.090422	1211
s2_bot	16	3	342	240	132	71	1070.0	present	bottle	350270	7	7	1	157044.0	155832.090422	1211
s2_bot	16	4	619	247	117	84	1306.0	present	bottle	350270	7	7	1	157044.0	155832.090422	1211
s2_bot	16	5	884	211	114	85	1459.0	present	bottle	350270	7	7	1	157044.0	155832.090422	1211
s2_bot	16	6	1103	176	117	84	1565.0	present	bottle	350270	7	7	1	157044.0	155832.090422	1211
s2_bot	16	7	1306	343	117	40	1694.0	present	bottle	350270	7	7	1	157044.0	155832.090422	1211
s2_bot	16	8	1731	44	290	107	1926.0	present	bottle	350270	7	7	1	157044.0	155832.090422	1211
s2_bot	17	1	7	173	257	161	918.0	present	bottle	465457	7	7	1	160308.0	158784.399422	1523
s2_bot	17	2	221	95	253	121	988.0	present	bottle	465457	7	7	1	160308.0	158784.399422	1523
s2_bot	17	3	371	185	185	52	991.0	present	bottle	465457	7	7	1	160308.0	158784.399422	1523
s2_bot	17	4	608	138	132	90	1156.0	present	bottle	465457	7	7	1	160308.0	158784.399422	1523
s2_bot	17	5	798	195	190	80	1347.0	present	bottle	465457	7	7	1	160308.0	158784.399422	1523
s2_bot	17	6	1015	244	183	66	1375.0	present	bottle	465457	7	7	1	160308.0	158784.399422	1523
s2_bot	17	7	1314	68	122	87	1420.0	present	bottle	465457	7	7	1	160308.0	158784.399422	1523
s2_bot	17	8	1415	302	182	62	1440.0	present	bottle	465457	7	7	1	160308.0	158784.399422	1523
s2_bot	17	9	1739	318	193	67	1491.0	present	bottle	465457	7	7	1	160308.0	158784.399422	1523
s2_bot	18	1	7	54	258	162	1017.0	present	bottle	573206	7	7	1	163092.0	162270.461422	821
s2_bot	18	2	86	126	241	144	1057.0	present	bottle	573206	7	7	1	163092.0	162270.461422	821
s2_bot	18	3	261	40	172	120	1024.0	present	bottle	573206	7	7	1	163092.0	162270.461422	821
s2_bot	18	4	342	296	133	91	1041.0	present	bottle	573206	7	7	1	163092.0	162270.461422	821
s2_bot	18	5	675	711	142	118	1445.0	present	bottle	573206	7	7	1	163092.0	162270.461422	821
s2_bot	19	1	7	28	258	156	1069.0	present	bottle	328838	7	7	1	166252.0	165222.767422	1029
s2_bot	19	2	60	170	235	145	1017.0	present	bottle	328838	7	7	1	166252.0	165222.767422	1029
s2_bot	19	3	286	150	232	67	910.0	present	bottle	328838	7	7	1	166252.0	165222.767422	1029
s2_bot	19	4	469	135	228	29	1000.0	present	bottle	328838	7	7	1	166252.0	165222.767422	1029
s2_bot	19	5	675	592	419	56	1337.0	present	bottle	328838	7	7	1	166252.0	165222.767422	1029
s2_bot	19	6	1291	312	432	29	1501.0	present	bottle	328838	7	7	1	166252.0	165222.767422	1029
s2_bot	20	1	7	32	257	161	1014.0	present	bottle	367725	7	7	1	169061.0	168008.270422	1052
s2_bot	20	2	83	186	230	119	1039.0	present	bottle	367725	7	7	1	169061.0	168008.270422	1052
s2_bot	20	3	323	104	317	99	972.0	present	bottle	367725	7	7	1	169061.0	168008.270422	1052
s2_bot	20	4	460	416	345	122	1192.0	present	bottle	367725	7	7	1	169061.0	168008.270422	1052
s2_bot	20	5	897	561	346	137	1522.0	present	bottle	367725	7	7	1	169061.0	168008.270422	1052
s2_bot	20	6	1541	70	161	137	1634.0	present	bottle	367725	7	7	1	169061.0	168008.270422	1052
s2_bot	25	1	7	284	246	158	945.0	present	bottle	451800	7	7	1	191074.0	189908.724422	1165
s2_bot	25	2	384	127	254	55	949.0	present	bottle	451800	7	7	1	191074.0	189908.724422	1165
s2_bot	25	3	535	202	269	49	1129.0	present	bottle	451800	7	7	1	191074.0	189908.724422	1165
s2_bot	25	4	747	182	271	47	1288.0	present	bottle	451800	7	7	1	191074.0	189908.724422	1165
s2_bot	25	5	972	205	262	23	1362.0	present	bottle	451800	7	7	1	191074.0	189908.724422	1165
s2_bot	25	6	1206	521	263	47	1557.0	present	bottle	451800	7	7	1	191074.0	189908.724422	1165
s2_bot	26	1	7	256	256	163	896.0	present	bottle	93267	7	7	1	195137.0	192911.059422	2225
s2_bot	26	2	333	142	239	79	910.0	present	bottle	93267	7	7	1	195137.0	192911.059422	2225
s2_bot	26	3	527	238	343	49	1089.0	present	bottle	93267	7	7	1	195137.0	192911.059422	2225
s2_bot	26	4	848	267	153	93	1331.0	present	bottle	93267	7	7	1	195137.0	192911.059422	2225
s2_bot	26	5	1150	210	148	112	1448.0	present	bottle	93267	7	7	1	195137.0	192911.059422	2225
s2_bot	26	6	1380	669	142	114	1586.0	present	bottle	93267	7	7	1	195137.0	192911.059422	2225
s2_bot	26	7	2130	281	89	51	1710.0	present	bottle	93267	7	7	1	195137.0	192911.059422	2225
s2_bot	26	8	2466	153	159	95	1883.0	present	bottle	93267	7	7	1	195137.0	192911.059422	2225
s2_bot	26	9	2676	104	223	164	1961.0	present	bottle	93267	7	7	1	195137.0	192911.059422	2225
s2_bot	29	1	47	233	254	128	987.0	present	bottle	438904	7	7	1	210123.0	209173.767422	949
s2_bot	29	2	336	113	405	120	981.0	present	bottle	438904	7	7	1	210123.0	209173.767422	949
s2_bot	29	3	476	905	431	100	1288.0	present	bottle	438904	7	7	1	210123.0	209173.767422	949
s2_bot	29	4	1442	72	350	162	1588.0	present	bottle	438904	7	7	1	210123.0	209173.767422	949
s2_bot	30	1	7	57	256	158	1057.0	present	bottle	182213	7	7	1	213331.0	212176.128422	1154
s2_bot	30	2	89	188	235	132	1096.0	present	bottle	182213	7	7	1	213331.0	212176.128422	1154
s2_bot	30	3	325	110	161	127	1042.0	present	bottle	182213	7	7	1	213331.0	212176.128422	1154
s2_bot	30	4	488	148	101	157	1123.0	present	bottle	182213	7	7	1	213331.0	212176.128422	1154
s2_bot	30	5	679	165	77	150	1286.0	present	bottle	182213	7	7	1	213331.0	212176.128422	1154
s2_bot	30	6	892	286	89	200	1437.0	present	bottle	182213	7	7	1	213331.0	212176.128422	1154
s2_bot	30	7	1200	518	92	185	1555.0	present	bottle	182213	7	7	1	213331.0	212176.128422	1154
s2_bot	32	1	38	209	234	128	1085.0	present	bottle	82775	7	7	1	221415.0	220482.605422	932
s2_bot	32	2	303	192	162	149	1087.0	present	bottle	82775	7	7	1	221415.0	220482.605422	932
s2_bot	32	3	539	961	155	188	1412.0	present	bottle	82775	7	7	1	221415.0	220482.605422	932
s2_bot	38	1	7	211	257	161	957.0	present	bottle	339352	7	7	1	246022.0	244801.613422	1220
s2_bot	38	2	257	97	293	137	952.0	present	bottle	339352	7	7	1	246022.0	244801.613422	1220
s2_bot	38	3	470	201	450	197	1029.0	present	bottle	339352	7	7	1	246022.0	244801.613422	1220
s2_bot	38	4	708	441	455	222	1245.0	present	bottle	339352	7	7	1	246022.0	244801.613422	1220
s2_bot	38	5	1162	620	448	220	1422.0	present	bottle	339352	7	7	1	246022.0	244801.613422	1220
s2_bot	42	1	7	65	257	160	949.0	present	bottle	553554	7	6	0	271067.0	264800.568422	6266
s2_bot	42	2	109	150	247	131	1031.0	present	bottle	553554	7	6	0	271067.0	264800.568422	6266
s2_bot	42	3	315	124	208	72	1060.0	present	bottle	553554	7	6	0	271067.0	264800.568422	6266
s2_bot	42	4	493	191	298	101	1240.0	present	bottle	553554	7	6	0	271067.0	264800.568422	6266
s2_bot	42	5	752	156	180	177	1482.0	present	bottle	553554	7	6	0	271067.0	264800.568422	6266
s2_bot	42	6	974	449	97	95	1452.0	present	bottle	553554	7	6	0	271067.0	264800.568422	6266
s2_bot	42	7	1473	380	86	37	1541.0	present	bottle	553554	7	6	0	271067.0	264800.568422	6266
s2_bot	42	8	1906	345	96	110	1728.0	present	bottle	553554	7	6	0	271067.0	264800.568422	6266
s2_bot	42	9	2314	537	89	44	1889.0	present	bottle	553554	7	6	0	271067.0	264800.568422	6266
s2_bot	42	10	2944	189	313	119	2194.0	present	bottle	553554	7	6	0	271067.0	264800.568422	6266
s2_bot	42	11	3173	240	374	132	1832.0	present	bottle	553554	7	6	0	271067.0	264800.568422	6266
s2_bot	42	12	3454	524	379	97	1817.0	present	bottle	553554	7	6	0	271067.0	264800.568422	6266
s2_bot	42	13	4009	494	366	118	2080.0	present	bottle	553554	7	6	0	271067.0	264800.568422	6266
s2_bot	42	14	4545	254	439	152	2105.0	present	bottle	553554	7	6	0	271067.0	264800.568422	6266
s2_bot	42	15	4914	341	100	128	2025.0	present	bottle	553554	7	6	0	271067.0	264800.568422	6266
s2_bot	42	16	5322	1513	244	165	1848.0	present	bottle	553554	7	6	0	271067.0	264800.568422	6266
s2_bot	43	1	42	208	231	133	1060.0	present	bottle	311087	7	7	1	277643.0	276776.586422	866
s2_bot	43	2	297	341	301	81	1077.0	present	bottle	311087	7	7	1	277643.0	276776.586422	866
s2_bot	43	3	702	273	303	27	1308.0	present	bottle	311087	7	7	1	277643.0	276776.586422	866
s2_bot	43	4	1029	410	294	92	1518.0	present	bottle	311087	7	7	1	277643.0	276776.586422	866
s2_bot	44	1	7	37	258	158	1057.0	present	bottle	371864	7	7	1	284494.0	282280.896422	2213
s2_bot	44	2	75	222	234	118	1089.0	present	bottle	371864	7	7	1	284494.0	282280.896422	2213
s2_bot	44	3	342	49	291	95	1028.0	present	bottle	371864	7	7	1	284494.0	282280.896422	2213
s2_bot	44	4	428	145	251	82	1108.0	present	bottle	371864	7	7	1	284494.0	282280.896422	2213
s2_bot	44	5	596	365	242	61	1302.0	present	bottle	371864	7	7	1	284494.0	282280.896422	2213
s2_bot	44	6	979	174	234	56	1453.0	present	bottle	371864	7	7	1	284494.0	282280.896422	2213
s2_bot	44	7	1168	305	235	45	1550.0	present	bottle	371864	7	7	1	284494.0	282280.896422	2213
s2_bot	44	8	1529	291	329	76	1647.0	present	bottle	371864	7	7	1	284494.0	282280.896422	2213
s2_bot	44	9	1875	209	381	123	1712.0	present	bottle	371864	7	7	1	284494.0	282280.896422	2213
s2_bot	44	10	2138	159	417	173	1711.0	present	bottle	371864	7	7	1	284494.0	282280.896422	2213
s2_bot	44	11	2347	130	434	129	1697.0	present	bottle	371864	7	7	1	284494.0	282280.896422	2213
s2_bot	44	12	2544	221	283	126	1778.0	present	bottle	371864	7	7	1	284494.0	282280.896422	2213
s2_bot	46	1	7	90	257	160	838.0	present	bottle	53425	7	7	1	295092.0	292388.792422	2703
s2_bot	46	2	130	117	246	144	862.0	present	bottle	53425	7	7	1	295092.0	292388.792422	2703
s2_bot	46	3	296	170	173	97	853.0	present	bottle	53425	7	7	1	295092.0	292388.792422	2703
s2_bot	46	4	514	184	171	156	1029.0	present	bottle	53425	7	7	1	295092.0	292388.792422	2703
s2_bot	46	5	741	99	126	148	1063.0	present	bottle	53425	7	7	1	295092.0	292388.792422	2703
s2_bot	46	6	887	107	99	187	1024.0	present	bottle	53425	7	7	1	295092.0	292388.792422	2703
s2_bot	46	7	1038	365	72	229	1027.0	present	bottle	53425	7	7	1	295092.0	292388.792422	2703
s2_bot	46	8	1424	586	75	216	1087.0	present	bottle	53425	7	7	1	295092.0	292388.792422	2703
s2_bot	46	9	2054	218	78	253	1153.0	present	bottle	53425	7	7	1	295092.0	292388.792422	2703
s2_bot	46	10	2311	118	77	215	1155.0	present	bottle	53425	7	7	1	295092.0	292388.792422	2703
s2_bot	46	11	2501	293	173	64	1130.0	present	bottle	53425	7	7	1	295092.0	292388.792422	2703
s2_bot	46	12	2869	391	88	228	1185.0	present	bottle	53425	7	7	1	295092.0	292388.792422	2703
s2_bot	48	1	7	40	258	160	875.0	present	bottle	519664	7	7	1	305184.0	301946.251422	3237
s2_bot	48	2	64	238	255	140	917.0	present	bottle	519664	7	7	1	305184.0	301946.251422	3237
s2_bot	48	3	346	395	184	153	1105.0	present	bottle	519664	7	7	1	305184.0	301946.251422	3237
s2_bot	48	4	792	118	133	170	1327.0	present	bottle	519664	7	7	1	305184.0	301946.251422	3237
s2_bot	48	5	967	356	55	193	1309.0	present	bottle	519664	7	7	1	305184.0	301946.251422	3237
s2_bot	48	6	1347	156	56	164	1356.0	present	bottle	519664	7	7	1	305184.0	301946.251422	3237
s2_bot	48	7	1522	409	57	157	1474.0	present	bottle	519664	7	7	1	305184.0	301946.251422	3237
s2_bot	48	8	2050	193	405	144	1637.0	present	bottle	519664	7	7	1	305184.0	301946.251422	3237
s2_bot	48	9	2298	64	475	102	1403.0	present	bottle	519664	7	7	1	305184.0	301946.251422	3237
s2_bot	48	10	2423	229	371	198	1475.0	present	bottle	519664	7	7	1	305184.0	301946.251422	3237
s2_bot	48	11	2748	135	74	176	1679.0	present	bottle	519664	7	7	1	305184.0	301946.251422	3237
s2_bot	48	12	2905	761	59	161	1608.0	present	bottle	519664	7	7	1	305184.0	301946.251422	3237
s2_bot	48	13	3744	64	265	203	1758.0	present	bottle	519664	7	7	1	305184.0	301946.251422	3237
s2_bot	49	1	7	263	233	127	995.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	2	297	215	221	144	1049.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	3	551	133	177	149	1222.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	4	706	177	162	134	1342.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	5	932	261	119	148	1394.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	6	1234	205	82	145	1453.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	7	1534	239	355	160	1599.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	8	1817	338	288	137	1331.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	9	2209	335	222	150	1437.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	10	2587	132	176	152	1524.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	11	2805	284	434	139	1394.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	12	3112	365	451	133	1298.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	13	3538	208	349	242	1572.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	14	3816	211	158	257	1514.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	15	4068	151	102	280	1261.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	16	4283	198	79	178	1285.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	17	4503	126	86	151	1348.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	18	4661	670	128	147	1647.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	19	5361	188	171	151	1856.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	20	5570	441	170	133	1693.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	21	6184	275	194	138	1777.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	22	6490	220	166	151	1864.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	49	23	6733	253	169	130	1809.0	present	bottle	413572	7	7	1	314280.0	307867.555422	6412
s2_bot	54	1	7	40	256	161	1055.0	present	bottle	413247	7	7	1	339520.0	338441.431422	1078
s2_bot	54	2	73	171	228	151	1075.0	present	bottle	413247	7	7	1	339520.0	338441.431422	1078
s2_bot	54	3	292	79	305	139	996.0	present	bottle	413247	7	7	1	339520.0	338441.431422	1078
s2_bot	54	4	401	174	345	186	1086.0	present	bottle	413247	7	7	1	339520.0	338441.431422	1078
s2_bot	54	5	616	260	333	223	1349.0	present	bottle	413247	7	7	1	339520.0	338441.431422	1078
s2_bot	54	6	936	151	233	184	1535.0	present	bottle	413247	7	7	1	339520.0	338441.431422	1078
s2_bot	54	7	1144	507	328	165	1665.0	present	bottle	413247	7	7	1	339520.0	338441.431422	1078
s2_bot	56	1	7	46	257	161	967.0	present	bottle	26564	7	7	1	347360.0	345680.421422	1679
s2_bot	56	2	77	203	239	152	941.0	present	bottle	26564	7	7	1	347360.0	345680.421422	1679
s2_bot	56	3	320	134	201	190	951.0	present	bottle	26564	7	7	1	347360.0	345680.421422	1679
s2_bot	56	4	503	183	320	171	1090.0	present	bottle	26564	7	7	1	347360.0	345680.421422	1679
s2_bot	56	5	740	334	444	216	1282.0	present	bottle	26564	7	7	1	347360.0	345680.421422	1679
s2_bot	56	6	1096	266	462	219	1395.0	present	bottle	26564	7	7	1	347360.0	345680.421422	1679
s2_bot	56	7	1386	119	442	204	1509.0	present	bottle	26564	7	7	1	347360.0	345680.421422	1679
s2_bot	56	8	1605	254	166	202	1714.0	present	bottle	26564	7	7	1	347360.0	345680.421422	1679
s2_bot	56	9	1909	348	133	168	1497.0	present	bottle	26564	7	7	1	347360.0	345680.421422	1679
s2_bot	58	1	7	52	255	158	1058.0	present	bottle	84273	7	7	1	360240.0	358473.750422	1766
s2_bot	58	2	74	220	247	151	1075.0	present	bottle	84273	7	7	1	360240.0	358473.750422	1766
s2_bot	58	3	339	90	313	127	1003.0	present	bottle	84273	7	7	1	360240.0	358473.750422	1766
s2_bot	58	4	487	187	407	66	1107.0	present	bottle	84273	7	7	1	360240.0	358473.750422	1766
s2_bot	58	5	815	192	100	27	1435.0	present	bottle	84273	7	7	1	360240.0	358473.750422	1766
s2_bot	58	6	1035	360	76	37	1601.0	present	bottle	84273	7	7	1	360240.0	358473.750422	1766
s2_bot	58	7	1416	219	74	18	1711.0	present	bottle	84273	7	7	1	360240.0	358473.750422	1766
s2_bot	58	8	1653	681	65	17	1914.0	present	bottle	84273	7	7	1	360240.0	358473.750422	1766
s2_bot	61	1	7	22	256	158	985.0	present	bottle	418882	7	7	1	375437.0	374102.626422	1334
s2_bot	61	2	58	211	245	129	1004.0	present	bottle	418882	7	7	1	375437.0	374102.626422	1334
s2_bot	61	3	303	200	235	179	1018.0	present	bottle	418882	7	7	1	375437.0	374102.626422	1334
s2_bot	61	4	543	125	311	164	1142.0	present	bottle	418882	7	7	1	375437.0	374102.626422	1334
s2_bot	61	5	750	166	92	146	1271.0	present	bottle	418882	7	7	1	375437.0	374102.626422	1334
s2_bot	61	6	960	776	87	111	1427.0	present	bottle	418882	7	7	1	375437.0	374102.626422	1334
s2_bot	61	7	1823	69	256	150	1655.0	present	bottle	418882	7	7	1	375437.0	374102.626422	1334
s2_bot	62	1	7	55	255	154	969.0	present	bottle	225129	7	7	1	379006.0	377688.758422	1317
s2_bot	62	2	100	266	226	144	990.0	present	bottle	225129	7	7	1	379006.0	377688.758422	1317
s2_bot	62	3	439	175	288	49	1086.0	present	bottle	225129	7	7	1	379006.0	377688.758422	1317
s2_bot	62	4	651	512	291	34	1316.0	present	bottle	225129	7	7	1	379006.0	377688.758422	1317
s2_bot	62	5	1241	219	410	142	1473.0	present	bottle	225129	7	7	1	379006.0	377688.758422	1317
s2_bot	62	6	1535	342	229	144	1642.0	present	bottle	225129	7	7	1	379006.0	377688.758422	1317
s2_bot	63	1	7	30	256	161	1005.0	present	bottle	294238	7	7	1	383355.0	381308.266422	2046
s2_bot	63	2	66	256	237	131	1013.0	present	bottle	294238	7	7	1	383355.0	381308.266422	2046
s2_bot	63	3	382	199	358	142	1025.0	present	bottle	294238	7	7	1	383355.0	381308.266422	2046
s2_bot	63	4	682	139	71	125	1276.0	present	bottle	294238	7	7	1	383355.0	381308.266422	2046
s2_bot	63	5	849	144	38	126	1354.0	present	bottle	294238	7	7	1	383355.0	381308.266422	2046
s2_bot	63	6	1030	552	37	151	1486.0	present	bottle	294238	7	7	1	383355.0	381308.266422	2046
s2_bot	63	7	1610	332	41	116	1582.0	present	bottle	294238	7	7	1	383355.0	381308.266422	2046
s2_bot	63	8	1959	240	37	106	1652.0	present	bottle	294238	7	7	1	383355.0	381308.266422	2046
s2_bot	63	9	2280	344	238	157	1835.0	present	bottle	294238	7	7	1	383355.0	381308.266422	2046
s2_bot	64	1	7	35	258	161	901.0	present	bottle	354661	7	7	1	387293.0	385211.303422	2081
s2_bot	64	2	64	240	242	151	924.0	present	bottle	354661	7	7	1	387293.0	385211.303422	2081
