RECORDING_SESSION_LABEL	TRIAL_INDEX	CURRENT_FIX_INDEX	CURRENT_FIX_START	CURRENT_FIX_DURATION	CURRENT_FIX_X	CURRENT_FIX_Y	CURRENT_FIX_PUPIL	condition	category	img_name	expected	Button_Press	Correct	Button_pressed_time	Time_on_Display	RT	image_id
s2_bot	44	11	2347	130	434	129	1697.0	present	bottle	000000371864.jpg	7	7	1	284494.0	282280.896422	2213	371864
s2_bot	44	12	2544	221	283	126	1778.0	present	bottle	000000371864.jpg	7	7	1	284494.0	282280.896422	2213	371864
s2_bot	62	1	7	55	255	154	969.0	present	bottle	000000225129.jpg	7	7	1	379006.0	377688.758422	1317	225129
s2_bot	62	2	100	266	226	144	990.0	present	bottle	000000225129.jpg	7	7	1	379006.0	377688.758422	1317	225129
s2_bot	62	3	439	175	288	49	1086.0	present	bottle	000000225129.jpg	7	7	1	379006.0	377688.758422	1317	225129
s2_bot	62	4	651	512	291	34	1316.0	present	bottle	000000225129.jpg	7	7	1	379006.0	377688.758422	1317	225129
s2_bot	62	5	1241	219	410	142	1473.0	present	bottle	000000225129.jpg	7	7	1	379006.0	377688.758422	1317	225129
s2_bot	62	6	1535	342	229	144	1642.0	present	bottle	000000225129.jpg	7	7	1	379006.0	377688.758422	1317	225129
s2_bot	75	1	7	245	254	161	958.0	present	bottle	000000547875.jpg	7	7	1	447246.0	445208.177422	2037	547875
s2_bot	75	2	326	140	249	55	995.0	present	bottle	000000547875.jpg	7	7	1	447246.0	445208.177422	2037	547875
s2_bot	75	3	524	146	359	49	1143.0	present	bottle	000000547875.jpg	7	7	1	447246.0	445208.177422	2037	547875
s2_bot	75	4	706	189	405	80	1324.0	present	bottle	000000547875.jpg	7	7	1	447246.0	445208.177422	2037	547875
s2_bot	75	5	953	92	403	39	1406.0	present	bottle	000000547875.jpg	7	7	1	447246.0	445208.177422	2037	547875
s2_bot	75	6	1069	449	404	13	1488.0	present	bottle	000000547875.jpg	7	7	1	447246.0	445208.177422	2037	547875
s2_bot	75	7	1570	182	408	73	1723.0	present	bottle	000000547875.jpg	7	7	1	447246.0	445208.177422	2037	547875
s2_bot	75	8	1777	185	397	85	1844.0	present	bottle	000000547875.jpg	7	7	1	447246.0	445208.177422	2037	547875
s2_bot	75	9	2000	324	396	113	2002.0	present	bottle	000000547875.jpg	7	7	1	447246.0	445208.177422	2037	547875
s2_bot	75	10	2344	259	391	105	1976.0	present	bottle	000000547875.jpg	7	7	1	447246.0	445208.177422	2037	547875
s2_bot	98	1	7	43	254	162	1016.0	present	bottle	000000253489.jpg	7	7	1	562314.0	561232.144422	1081	253489
s2_bot	98	2	102	175	220	119	1023.0	present	bottle	000000253489.jpg	7	7	1	562314.0	561232.144422	1081	253489
s2_bot	98	3	320	119	153	108	929.0	present	bottle	000000253489.jpg	7	7	1	562314.0	561232.144422	1081	253489
s2_bot	98	4	531	404	439	170	1172.0	present	bottle	000000253489.jpg	7	7	1	562314.0	561232.144422	1081	253489
s2_bot	98	5	963	161	450	179	1326.0	present	bottle	000000253489.jpg	7	7	1	562314.0	561232.144422	1081	253489
s2_bot	98	6	1168	473	453	137	1433.0	present	bottle	000000253489.jpg	7	7	1	562314.0	561232.144422	1081	253489
s2_bot	99	1	7	251	257	161	905.0	present	bottle	000000231822.jpg	7	7	1	565252.0	564101.054422	1150	231822
s2_bot	99	2	325	127	231	54	930.0	present	bottle	000000231822.jpg	7	7	1	565252.0	564101.054422	1150	231822
s2_bot	99	3	502	124	345	34	1032.0	present	bottle	000000231822.jpg	7	7	1	565252.0	564101.054422	1150	231822
s2_bot	99	4	678	393	454	37	1183.0	present	bottle	000000231822.jpg	7	7	1	565252.0	564101.054422	1150	231822
s2_bot	99	5	1097	337	467	10	1331.0	present	bottle	000000231822.jpg	7	7	1	565252.0	564101.054422	1150	231822
s2_bot	99	6	1503	204	349	83	1578.0	present	bottle	000000231822.jpg	7	7	1	565252.0	564101.054422	1150	231822
s2_bot	109	1	7	35	257	161	994.0	present	bottle	000000319696.jpg	7	7	1	603231.0	602431.000422	799	319696
s2_bot	109	2	64	171	254	145	984.0	present	bottle	000000319696.jpg	7	7	1	603231.0	602431.000422	799	319696
s2_bot	109	3	285	55	336	119	900.0	present	bottle	000000319696.jpg	7	7	1	603231.0	602431.000422	799	319696
s2_bot	109	4	381	205	394	130	957.0	present	bottle	000000319696.jpg	7	7	1	603231.0	602431.000422	799	319696
s2_bot	109	5	626	534	392	105	1244.0	present	bottle	000000319696.jpg	7	7	1	603231.0	602431.000422	799	319696
s2_bot	109	6	1228	128	284	129	1443.0	present	bottle	000000319696.jpg	7	7	1	603231.0	602431.000422	799	319696
s2_bot	114	1	7	29	258	160	871.0	present	bottle	000000520012.jpg	7	7	1	630917.0	628468.006422	2448	520012
s2_bot	114	2	47	203	255	141	902.0	present	bottle	000000520012.jpg	7	7	1	630917.0	628468.006422	2448	520012
s2_bot	114	3	303	146	233	83	948.0	present	bottle	000000520012.jpg	7	7	1	630917.0	628468.006422	2448	520012
s2_bot	114	4	510	519	359	90	1222.0	present	bottle	000000520012.jpg	7	7	1	630917.0	628468.006422	2448	520012
s2_bot	114	5	1072	409	366	40	1477.0	present	bottle	000000520012.jpg	7	7	1	630917.0	628468.006422	2448	520012
s2_bot	114	6	1538	214	354	119	1638.0	present	bottle	000000520012.jpg	7	7	1	630917.0	628468.006422	2448	520012
s2_bot	114	7	1777	177	358	95	1679.0	present	bottle	000000520012.jpg	7	7	1	630917.0	628468.006422	2448	520012
s2_bot	114	8	1977	233	350	103	1723.0	present	bottle	000000520012.jpg	7	7	1	630917.0	628468.006422	2448	520012
s2_bot	114	9	2232	173	362	107	1763.0	present	bottle	000000520012.jpg	7	7	1	630917.0	628468.006422	2448	520012
s2_bot	114	10	2434	123	352	111	1795.0	present	bottle	000000520012.jpg	7	7	1	630917.0	628468.006422	2448	520012
s2_bot	114	11	2628	231	167	116	1839.0	present	bottle	000000520012.jpg	7	7	1	630917.0	628468.006422	2448	520012
s2_bot	114	12	2941	78	359	73	1491.0	present	bottle	000000520012.jpg	7	7	1	630917.0	628468.006422	2448	520012
s2_bot	121	1	7	77	259	156	1032.0	present	bottle	000000581205.jpg	7	7	1	659754.0	658474.787422	1279	581205
s2_bot	121	2	103	100	258	146	1063.0	present	bottle	000000581205.jpg	7	7	1	659754.0	658474.787422	1279	581205
s2_bot	121	3	240	126	294	110	1048.0	present	bottle	000000581205.jpg	7	7	1	659754.0	658474.787422	1279	581205
s2_bot	121	4	416	211	328	156	1114.0	present	bottle	000000581205.jpg	7	7	1	659754.0	658474.787422	1279	581205
s2_bot	121	5	662	373	326	178	1357.0	present	bottle	000000581205.jpg	7	7	1	659754.0	658474.787422	1279	581205
s2_bot	121	6	1059	127	335	154	1450.0	present	bottle	000000581205.jpg	7	7	1	659754.0	658474.787422	1279	581205
s2_bot	121	7	1250	243	211	83	1495.0	present	bottle	000000581205.jpg	7	7	1	659754.0	658474.787422	1279	581205
s2_bot	121	8	1584	264	340	216	1544.0	present	bottle	000000581205.jpg	7	7	1	659754.0	658474.787422	1279	581205
s2_bot	134	1	7	24	257	164	847.0	present	bottle	000000302823.jpg	7	7	1	713370.0	712383.561422	986	302823
s2_bot	134	2	53	175	241	149	879.0	present	bottle	000000302823.jpg	7	7	1	713370.0	712383.561422	986	302823
s2_bot	134	3	280	66	314	181	877.0	present	bottle	000000302823.jpg	7	7	1	713370.0	712383.561422	986	302823
s2_bot	134	4	420	235	118	116	1006.0	present	bottle	000000302823.jpg	7	7	1	713370.0	712383.561422	986	302823
s2_bot	134	5	700	274	138	158	1254.0	present	bottle	000000302823.jpg	7	7	1	713370.0	712383.561422	986	302823
s2_bot	134	6	1031	123	73	192	1298.0	present	bottle	000000302823.jpg	7	7	1	713370.0	712383.561422	986	302823
s2_bot	134	7	1214	221	133	100	1304.0	present	bottle	000000302823.jpg	7	7	1	713370.0	712383.561422	986	302823
s2_bot	134	8	1456	87	130	83	1239.0	present	bottle	000000302823.jpg	7	7	1	713370.0	712383.561422	986	302823
s2_bot	147	1	9	212	244	124	922.0	present	bottle	000000303670.jpg	7	7	1	771055.0	770212.067422	842	303670
s2_bot	147	2	267	201	346	114	895.0	present	bottle	000000303670.jpg	7	7	1	771055.0	770212.067422	842	303670
s2_bot	147	3	508	276	350	150	1123.0	present	bottle	000000303670.jpg	7	7	1	771055.0	770212.067422	842	303670
s2_bot	147	4	809	184	340	167	1341.0	present	bottle	000000303670.jpg	7	7	1	771055.0	770212.067422	842	303670
s2_bot	147	5	1060	164	348	69	1427.0	present	bottle	000000303670.jpg	7	7	1	771055.0	770212.067422	842	303670
s2_bot	147	6	1244	174	347	54	1479.0	present	bottle	000000303670.jpg	7	7	1	771055.0	770212.067422	842	303670
s2_bot	166	1	9	213	233	111	907.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	2	269	210	140	99	900.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	3	506	323	126	126	1153.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	4	844	76	119	131	1326.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	5	1043	201	429	55	1392.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	6	1338	423	144	74	1500.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	7	1869	258	197	156	1146.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	8	2173	237	102	158	783.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	9	2426	130	97	163	761.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	10	2583	244	142	163	779.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	11	2851	323	172	165	864.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	12	3199	222	198	166	895.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	13	3451	238	168	165	915.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	14	3712	52	158	165	949.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	15	3794	223	198	164	1030.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	16	4051	359	220	163	1043.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	17	4440	280	266	162	1036.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	18	4749	303	302	159	956.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	19	5077	569	334	161	980.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	20	5819	336	356	158	1064.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	21	6390	231	364	162	1014.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	166	22	6656	316	406	165	1090.0	present	bottle	000000122602.jpg	7	7	1	851388.0	850341.324422	1046	122602
s2_bot	189	1	7	164	253	159	966.0	present	bottle	000000406426.jpg	7	7	1	1119378.0	1118233.91342	1144	406426
s2_bot	189	2	210	161	241	131	918.0	present	bottle	000000406426.jpg	7	7	1	1119378.0	1118233.91342	1144	406426
s2_bot	189	3	435	54	115	99	851.0	present	bottle	000000406426.jpg	7	7	1	1119378.0	1118233.91342	1144	406426
s2_bot	189	4	593	965	484	70	1210.0	present	bottle	000000406426.jpg	7	7	1	1119378.0	1118233.91342	1144	406426
s2_bot	189	5	1683	37	325	155	1579.0	present	bottle	000000406426.jpg	7	7	1	1119378.0	1118233.91342	1144	406426
s2_bot	199	1	7	46	256	162	923.0	present	bottle	000000450391.jpg	7	7	1	1158391.0	1157381.16542	1009	450391
s2_bot	199	2	89	206	241	127	931.0	present	bottle	000000450391.jpg	7	7	1	1158391.0	1157381.16542	1009	450391
s2_bot	199	3	329	140	232	167	942.0	present	bottle	000000450391.jpg	7	7	1	1158391.0	1157381.16542	1009	450391
s2_bot	199	4	530	226	160	119	1102.0	present	bottle	000000450391.jpg	7	7	1	1158391.0	1157381.16542	1009	450391
s2_bot	199	5	810	135	163	249	1280.0	present	bottle	000000450391.jpg	7	7	1	1158391.0	1157381.16542	1009	450391
s2_bot	199	6	969	215	160	270	1276.0	present	bottle	000000450391.jpg	7	7	1	1158391.0	1157381.16542	1009	450391
s2_bot	199	7	1200	385	152	269	1284.0	present	bottle	000000450391.jpg	7	7	1	1158391.0	1157381.16542	1009	450391
s2_bot	202	1	7	17	259	158	1021.0	present	bottle	000000575834.jpg	7	7	1	1170140.0	1166388.19942	3751	575834
s2_bot	202	2	53	213	231	137	1068.0	present	bottle	000000575834.jpg	7	7	1	1170140.0	1166388.19942	3751	575834
s2_bot	202	3	299	156	228	189	1019.0	present	bottle	000000575834.jpg	7	7	1	1170140.0	1166388.19942	3751	575834
s2_bot	202	4	500	235	314	217	1178.0	present	bottle	000000575834.jpg	7	7	1	1170140.0	1166388.19942	3751	575834
s2_bot	202	5	772	284	329	265	1352.0	present	bottle	000000575834.jpg	7	7	1	1170140.0	1166388.19942	3751	575834
s2_bot	202	6	1112	258	239	210	1428.0	present	bottle	000000575834.jpg	7	7	1	1170140.0	1166388.19942	3751	575834
s2_bot	202	7	1418	298	161	215	1352.0	present	bottle	000000575834.jpg	7	7	1	1170140.0	1166388.19942	3751	575834
s2_bot	202	8	1738	137	176	210	1303.0	present	bottle	000000575834.jpg	7	7	1	1170140.0	1166388.19942	3751	575834
s2_bot	202	9	1929	143	143	161	1303.0	present	bottle	000000575834.jpg	7	7	1	1170140.0	1166388.19942	3751	575834
s2_bot	202	10	2142	345	339	289	1312.0	present	bottle	000000575834.jpg	7	7	1	1170140.0	1166388.19942	3751	575834
s2_bot	202	11	2507	360	324	284	1377.0	present	bottle	000000575834.jpg	7	7	1	1170140.0	1166388.19942	3751	575834
s2_bot	202	12	2906	213	281	303	1550.0	present	bottle	000000575834.jpg	7	7	1	1170140.0	1166388.19942	3751	575834
s2_bot	202	13	3223	116	164	82	1622.0	present	bottle	000000575834.jpg	7	7	1	1170140.0	1166388.19942	3751	575834
s2_bot	202	14	3422	308	341	296	1356.0	present	bottle	000000575834.jpg	7	7	1	1170140.0	1166388.19942	3751	575834
s2_bot	202	15	3828	266	126	52	1445.0	present	bottle	000000575834.jpg	7	7	1	1170140.0	1166388.19942	3751	575834
s2_bot	202	16	4191	130	319	279	1517.0	present	bottle	000000575834.jpg	7	7	1	1170140.0	1166388.19942	3751	575834
s2_bot	220	1	16	213	232	131	986.0	present	bottle	000000298773.jpg	7	7	1	1242799.0	1240929.74542	1869	298773
s2_bot	220	2	273	99	299	178	925.0	present	bottle	000000298773.jpg	7	7	1	1242799.0	1240929.74542	1869	298773
s2_bot	220	3	418	184	398	246	991.0	present	bottle	000000298773.jpg	7	7	1	1242799.0	1240929.74542	1869	298773
s2_bot	220	4	669	104	426	146	1201.0	present	bottle	000000298773.jpg	7	7	1	1242799.0	1240929.74542	1869	298773
s2_bot	220	5	796	258	425	121	1324.0	present	bottle	000000298773.jpg	7	7	1	1242799.0	1240929.74542	1869	298773
s2_bot	220	6	1072	229	418	112	1429.0	present	bottle	000000298773.jpg	7	7	1	1242799.0	1240929.74542	1869	298773
s2_bot	220	7	1326	1106	413	130	1641.0	present	bottle	000000298773.jpg	7	7	1	1242799.0	1240929.74542	1869	298773
s2_bot	235	1	16	5	247	143	912.0	present	bottle	000000520077.jpg	7	7	1	1297010.0	1295922.70842	1087	520077
s2_bot	235	2	27	224	246	128	934.0	present	bottle	000000520077.jpg	7	7	1	1297010.0	1295922.70842	1087	520077
s2_bot	235	3	304	95	245	68	948.0	present	bottle	000000520077.jpg	7	7	1	1297010.0	1295922.70842	1087	520077
s2_bot	235	4	449	46	354	51	1009.0	present	bottle	000000520077.jpg	7	7	1	1297010.0	1295922.70842	1087	520077
s2_bot	235	5	597	254	69	110	1217.0	present	bottle	000000520077.jpg	7	7	1	1297010.0	1295922.70842	1087	520077
s2_bot	235	6	891	350	72	146	1402.0	present	bottle	000000520077.jpg	7	7	1	1297010.0	1295922.70842	1087	520077
s2_bot	235	7	1256	390	79	155	1556.0	present	bottle	000000520077.jpg	7	7	1	1297010.0	1295922.70842	1087	520077
s2_bot	251	1	7	20	270	160	873.0	present	bottle	000000433505.jpg	7	7	1	1351830.0	1349581.27142	2248	433505
s2_bot	251	2	61	284	264	128	940.0	present	bottle	000000433505.jpg	7	7	1	1351830.0	1349581.27142	2248	433505
s2_bot	251	3	394	121	302	169	949.0	present	bottle	000000433505.jpg	7	7	1	1351830.0	1349581.27142	2248	433505
s2_bot	251	4	592	297	128	195	1190.0	present	bottle	000000433505.jpg	7	7	1	1351830.0	1349581.27142	2248	433505
s2_bot	251	5	914	1897	120	203	1545.0	present	bottle	000000433505.jpg	7	7	1	1351830.0	1349581.27142	2248	433505
s2_bot	272	1	9	221	247	105	875.0	present	bottle	000000476851.jpg	7	7	1	1430942.0	1430077.48142	864	476851
s2_bot	272	2	284	236	271	22	909.0	present	bottle	000000476851.jpg	7	7	1	1430942.0	1430077.48142	864	476851
s2_bot	272	3	581	186	392	21	1089.0	present	bottle	000000476851.jpg	7	7	1	1430942.0	1430077.48142	864	476851
s2_bot	272	4	835	252	264	17	1284.0	present	bottle	000000476851.jpg	7	7	1	1430942.0	1430077.48142	864	476851
s2_bot	272	5	1115	315	291	23	1405.0	present	bottle	000000476851.jpg	7	7	1	1430942.0	1430077.48142	864	476851
s2_bot	286	1	16	236	257	115	969.0	present	bottle	000000138086.jpg	7	7	1	1482627.0	1481767.84942	859	138086
s2_bot	286	2	305	173	339	65	1000.0	present	bottle	000000138086.jpg	7	7	1	1482627.0	1481767.84942	859	138086
s2_bot	286	3	571	144	102	76	1153.0	present	bottle	000000138086.jpg	7	7	1	1482627.0	1481767.84942	859	138086
s2_bot	286	4	786	338	100	175	1293.0	present	bottle	000000138086.jpg	7	7	1	1482627.0	1481767.84942	859	138086
s2_bot	286	5	1184	254	232	186	1384.0	present	bottle	000000138086.jpg	7	7	1	1482627.0	1481767.84942	859	138086
s2_bot	289	1	9	237	249	138	840.0	present	bottle	000000426253.jpg	7	7	1	1494264.0	1492993.28742	1270	426253
s2_bot	289	2	277	88	229	182	839.0	present	bottle	000000426253.jpg	7	7	1	1494264.0	1492993.28742	1270	426253
s2_bot	289	3	459	218	163	12	938.0	present	bottle	000000426253.jpg	7	7	1	1494264.0	1492993.28742	1270	426253
s2_bot	289	4	796	233	490	110	1158.0	present	bottle	000000426253.jpg	7	7	1	1494264.0	1492993.28742	1270	426253
s2_bot	289	5	1071	184	481	152	1289.0	present	bottle	000000426253.jpg	7	7	1	1494264.0	1492993.28742	1270	426253
s2_bot	289	6	1294	182	483	186	1391.0	present	bottle	000000426253.jpg	7	7	1	1494264.0	1492993.28742	1270	426253
s2_bot	289	7	1497	37	476	195	1465.0	present	bottle	000000426253.jpg	7	7	1	1494264.0	1492993.28742	1270	426253
s2_bot	289	8	1603	229	418	85	1636.0	present	bottle	000000426253.jpg	7	7	1	1494264.0	1492993.28742	1270	426253
s2_bot	291	1	9	242	254	123	809.0	present	bottle	000000037367.jpg	7	7	1	1499159.0	1498514.27242	644	37367
s2_bot	291	2	301	565	356	122	979.0	present	bottle	000000037367.jpg	7	7	1	1499159.0	1498514.27242	644	37367
s2_bot	291	3	931	286	249	136	1240.0	present	bottle	000000037367.jpg	7	7	1	1499159.0	1498514.27242	644	37367
s2_bot	292	1	7	65	255	163	762.0	present	bottle	000000148977.jpg	7	7	1	1502041.0	1500966.18342	1074	148977
s2_bot	292	2	98	171	243	143	773.0	present	bottle	000000148977.jpg	7	7	1	1502041.0	1500966.18342	1074	148977
s2_bot	292	3	311	115	247	112	800.0	present	bottle	000000148977.jpg	7	7	1	1502041.0	1500966.18342	1074	148977
s2_bot	292	4	474	58	173	86	837.0	present	bottle	000000148977.jpg	7	7	1	1502041.0	1500966.18342	1074	148977
s2_bot	292	5	594	752	121	41	1115.0	present	bottle	000000148977.jpg	7	7	1	1502041.0	1500966.18342	1074	148977
s2_bot	292	6	1464	163	447	170	1338.0	present	bottle	000000148977.jpg	7	7	1	1502041.0	1500966.18342	1074	148977
s2_bot	294	1	7	23	256	162	947.0	present	bottle	000000325992.jpg	7	7	1	1508765.0	1507421.21942	1343	325992
s2_bot	294	2	70	205	259	117	958.0	present	bottle	000000325992.jpg	7	7	1	1508765.0	1507421.21942	1343	325992
s2_bot	294	3	341	364	431	108	1003.0	present	bottle	000000325992.jpg	7	7	1	1508765.0	1507421.21942	1343	325992
s2_bot	294	4	812	224	104	160	1207.0	present	bottle	000000325992.jpg	7	7	1	1508765.0	1507421.21942	1343	325992
s2_bot	294	5	1077	134	71	177	1089.0	present	bottle	000000325992.jpg	7	7	1	1508765.0	1507421.21942	1343	325992
s2_bot	294	6	1264	303	64	126	1160.0	present	bottle	000000325992.jpg	7	7	1	1508765.0	1507421.21942	1343	325992
s2_bot	294	7	1616	223	74	190	1349.0	present	bottle	000000325992.jpg	7	7	1	1508765.0	1507421.21942	1343	325992
s2_bot	294	8	1862	60	74	171	1383.0	present	bottle	000000325992.jpg	7	7	1	1508765.0	1507421.21942	1343	325992
s2_bot	296	1	7	48	256	162	821.0	present	bottle	000000478155.jpg	7	7	1	1516164.0	1515277.35142	886	478155
s2_bot	296	2	75	166	241	160	838.0	present	bottle	000000478155.jpg	7	7	1	1516164.0	1515277.35142	886	478155
s2_bot	296	3	327	225	241	56	826.0	present	bottle	000000478155.jpg	7	7	1	1516164.0	1515277.35142	886	478155
s2_bot	296	4	574	307	244	43	1067.0	present	bottle	000000478155.jpg	7	7	1	1516164.0	1515277.35142	886	478155
s2_bot	296	5	899	110	247	54	1237.0	present	bottle	000000478155.jpg	7	7	1	1516164.0	1515277.35142	886	478155
s2_bot	296	6	1038	187	234	21	1253.0	present	bottle	000000478155.jpg	7	7	1	1516164.0	1515277.35142	886	478155
s2_bot	296	7	1245	197	233	28	1314.0	present	bottle	000000478155.jpg	7	7	1	1516164.0	1515277.35142	886	478155
s2_bot	304	1	25	200	242	134	874.0	present	bottle	000000294475.jpg	7	7	1	1545510.0	1544817.09842	692	294475
s2_bot	304	2	272	250	337	96	901.0	present	bottle	000000294475.jpg	7	7	1	1545510.0	1544817.09842	692	294475
s2_bot	304	3	547	153	343	112	1060.0	present	bottle	000000294475.jpg	7	7	1	1545510.0	1544817.09842	692	294475
s2_bot	304	4	756	167	289	74	1237.0	present	bottle	000000294475.jpg	7	7	1	1545510.0	1544817.09842	692	294475
s2_bot	304	5	985	285	202	23	1288.0	present	bottle	000000294475.jpg	7	7	1	1545510.0	1544817.09842	692	294475
s2_bot	305	1	54	205	251	119	899.0	present	bottle	000000137967.jpg	7	7	1	1548908.0	1547302.37842	1605	137967
s2_bot	305	2	310	155	303	157	884.0	present	bottle	000000137967.jpg	7	7	1	1548908.0	1547302.37842	1605	137967
