RECORDING_SESSION_LABEL	TRIAL_INDEX	CURRENT_FIX_INDEX	CURRENT_FIX_START	CURRENT_FIX_DURATION	CURRENT_FIX_X	CURRENT_FIX_Y	CURRENT_FIX_PUPIL	condition	category	img_name	expected	Button_Press	Correct	Button_pressed_time	Time_on_Display	RT	image_id
s2_bot	57	16	4513	340	178	72	2312.0	absent	bottle	000000272738.jpg	6	7	0	356608.0	351668.432422	4939	272738
s2_bot	57	17	4883	423	209	80	2478.0	absent	bottle	000000272738.jpg	6	7	0	356608.0	351668.432422	4939	272738
s2_bot	57	18	5330	168	207	96	2606.0	absent	bottle	000000272738.jpg	6	7	0	356608.0	351668.432422	4939	272738
s2_bot	92	1	7	14	254	162	888.0	absent	bottle	000000160421.jpg	6	6	1	538392.0	537663.736422	728	160421
s2_bot	92	2	44	187	245	133	943.0	absent	bottle	000000160421.jpg	6	6	1	538392.0	537663.736422	728	160421
s2_bot	92	3	286	330	221	61	925.0	absent	bottle	000000160421.jpg	6	6	1	538392.0	537663.736422	728	160421
s2_bot	92	4	676	294	289	130	1240.0	absent	bottle	000000160421.jpg	6	6	1	538392.0	537663.736422	728	160421
s2_bot	92	5	1051	178	431	285	1351.0	absent	bottle	000000160421.jpg	6	6	1	538392.0	537663.736422	728	160421
s2_bot	96	1	7	45	254	164	934.0	absent	bottle	000000443597.jpg	6	6	1	556739.0	555210.790422	1528	443597
s2_bot	96	2	77	170	242	147	986.0	absent	bottle	000000443597.jpg	6	6	1	556739.0	555210.790422	1528	443597
s2_bot	96	3	306	246	236	55	979.0	absent	bottle	000000443597.jpg	6	6	1	556739.0	555210.790422	1528	443597
s2_bot	96	4	616	315	359	29	1236.0	absent	bottle	000000443597.jpg	6	6	1	556739.0	555210.790422	1528	443597
s2_bot	96	5	1034	254	115	43	1460.0	absent	bottle	000000443597.jpg	6	6	1	556739.0	555210.790422	1528	443597
s2_bot	96	6	1340	273	62	82	1523.0	absent	bottle	000000443597.jpg	6	6	1	556739.0	555210.790422	1528	443597
s2_bot	96	7	1678	201	207	157	1692.0	absent	bottle	000000443597.jpg	6	6	1	556739.0	555210.790422	1528	443597
s2_bot	96	8	1935	163	300	179	1475.0	absent	bottle	000000443597.jpg	6	6	1	556739.0	555210.790422	1528	443597
s2_bot	103	1	7	35	254	160	962.0	absent	bottle	000000575915.jpg	6	6	1	580718.0	579396.352422	1321	575915
s2_bot	103	2	65	277	245	140	957.0	absent	bottle	000000575915.jpg	6	6	1	580718.0	579396.352422	1321	575915
s2_bot	103	3	367	145	263	150	984.0	absent	bottle	000000575915.jpg	6	6	1	580718.0	579396.352422	1321	575915
s2_bot	103	4	582	101	181	48	1135.0	absent	bottle	000000575915.jpg	6	6	1	580718.0	579396.352422	1321	575915
s2_bot	103	5	736	223	129	21	1272.0	absent	bottle	000000575915.jpg	6	6	1	580718.0	579396.352422	1321	575915
s2_bot	103	6	1042	531	249	150	1531.0	absent	bottle	000000575915.jpg	6	6	1	580718.0	579396.352422	1321	575915
s2_bot	103	7	1668	218	78	85	1611.0	absent	bottle	000000575915.jpg	6	6	1	580718.0	579396.352422	1321	575915
s2_bot	111	1	7	28	254	162	927.0	absent	bottle	000000449190.jpg	6	6	1	614572.0	612388.788422	2183	449190
s2_bot	111	2	60	154	246	148	970.0	absent	bottle	000000449190.jpg	6	6	1	614572.0	612388.788422	2183	449190
s2_bot	111	3	263	219	321	96	957.0	absent	bottle	000000449190.jpg	6	6	1	614572.0	612388.788422	2183	449190
s2_bot	111	4	553	272	141	81	1145.0	absent	bottle	000000449190.jpg	6	6	1	614572.0	612388.788422	2183	449190
s2_bot	111	5	895	249	288	215	1394.0	absent	bottle	000000449190.jpg	6	6	1	614572.0	612388.788422	2183	449190
s2_bot	111	6	1196	99	373	198	1230.0	absent	bottle	000000449190.jpg	6	6	1	614572.0	612388.788422	2183	449190
s2_bot	111	7	1361	203	468	91	1064.0	absent	bottle	000000449190.jpg	6	6	1	614572.0	612388.788422	2183	449190
s2_bot	111	8	1615	100	445	41	1042.0	absent	bottle	000000449190.jpg	6	6	1	614572.0	612388.788422	2183	449190
s2_bot	111	9	1774	251	313	26	1277.0	absent	bottle	000000449190.jpg	6	6	1	614572.0	612388.788422	2183	449190
s2_bot	111	10	2175	262	298	83	1519.0	absent	bottle	000000449190.jpg	6	6	1	614572.0	612388.788422	2183	449190
s2_bot	111	11	2506	250	271	206	1580.0	absent	bottle	000000449190.jpg	6	6	1	614572.0	612388.788422	2183	449190
s2_bot	116	1	7	242	256	146	904.0	absent	bottle	000000429679.jpg	6	6	1	636554.0	635556.882422	997	429679
s2_bot	116	2	309	206	213	53	903.0	absent	bottle	000000429679.jpg	6	6	1	636554.0	635556.882422	997	429679
s2_bot	116	3	598	294	184	256	1238.0	absent	bottle	000000429679.jpg	6	6	1	636554.0	635556.882422	997	429679
s2_bot	116	4	985	151	373	201	1414.0	absent	bottle	000000429679.jpg	6	6	1	636554.0	635556.882422	997	429679
s2_bot	116	5	1202	363	325	125	1510.0	absent	bottle	000000429679.jpg	6	6	1	636554.0	635556.882422	997	429679
s2_bot	118	1	9	267	250	135	922.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	2	318	216	325	141	895.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	3	596	164	268	127	1155.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	4	812	118	218	122	1305.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	5	981	259	286	65	1272.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	6	1265	163	315	54	1259.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	7	1497	80	190	35	1333.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	8	1638	216	59	33	1366.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	9	1968	199	88	235	1505.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	10	2218	252	66	178	1313.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	11	2568	295	334	50	1380.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	12	2918	207	400	49	1404.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	13	3150	78	371	49	1546.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	14	3269	90	408	52	1595.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	15	3383	397	381	49	1708.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	16	3859	148	306	198	1832.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	17	4054	129	265	153	1550.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	18	4224	191	226	142	1275.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	19	4461	115	276	115	1179.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	20	4623	275	210	119	1243.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	21	4922	179	217	132	1353.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	22	5157	161	166	200	1432.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	23	5348	127	128	233	1415.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	24	5548	177	330	253	1302.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	25	5778	177	385	184	1229.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	26	5997	135	394	148	1242.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	27	6184	325	424	94	1361.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	28	6529	153	414	80	1480.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	29	6737	168	348	120	1611.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	30	6948	177	298	112	1642.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	31	7164	177	284	88	1492.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	32	7381	56	238	89	1439.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	33	7480	398	265	66	1453.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	118	34	7912	347	287	57	1609.0	absent	bottle	000000175593.jpg	6	6	1	650546.0	642862.591422	7683	175593
s2_bot	122	1	7	260	269	137	887.0	absent	bottle	000000124759.jpg	6	6	1	665058.0	662661.383422	2396	124759
s2_bot	122	2	328	178	208	61	871.0	absent	bottle	000000124759.jpg	6	6	1	665058.0	662661.383422	2396	124759
s2_bot	122	3	573	113	113	139	1048.0	absent	bottle	000000124759.jpg	6	6	1	665058.0	662661.383422	2396	124759
s2_bot	122	4	730	23	70	173	1136.0	absent	bottle	000000124759.jpg	6	6	1	665058.0	662661.383422	2396	124759
s2_bot	122	5	833	209	217	59	1308.0	absent	bottle	000000124759.jpg	6	6	1	665058.0	662661.383422	2396	124759
s2_bot	122	6	1102	135	125	74	1352.0	absent	bottle	000000124759.jpg	6	6	1	665058.0	662661.383422	2396	124759
s2_bot	122	7	1286	89	82	103	1420.0	absent	bottle	000000124759.jpg	6	6	1	665058.0	662661.383422	2396	124759
s2_bot	122	8	1478	230	381	172	1594.0	absent	bottle	000000124759.jpg	6	6	1	665058.0	662661.383422	2396	124759
s2_bot	122	9	1768	313	345	103	1442.0	absent	bottle	000000124759.jpg	6	6	1	665058.0	662661.383422	2396	124759
s2_bot	122	10	2139	185	245	134	1514.0	absent	bottle	000000124759.jpg	6	6	1	665058.0	662661.383422	2396	124759
s2_bot	122	11	2373	286	189	152	1702.0	absent	bottle	000000124759.jpg	6	6	1	665058.0	662661.383422	2396	124759
s2_bot	122	12	2709	254	108	182	1621.0	absent	bottle	000000124759.jpg	6	6	1	665058.0	662661.383422	2396	124759
s2_bot	146	1	13	263	239	120	998.0	absent	bottle	000000525903.jpg	6	6	1	768477.0	767259.765422	1217	525903
s2_bot	146	2	346	160	144	25	956.0	absent	bottle	000000525903.jpg	6	6	1	768477.0	767259.765422	1217	525903
s2_bot	146	3	588	165	342	69	1180.0	absent	bottle	000000525903.jpg	6	6	1	768477.0	767259.765422	1217	525903
s2_bot	146	4	819	188	270	214	1370.0	absent	bottle	000000525903.jpg	6	6	1	768477.0	767259.765422	1217	525903
s2_bot	146	5	1076	220	448	213	1271.0	absent	bottle	000000525903.jpg	6	6	1	768477.0	767259.765422	1217	525903
s2_bot	146	6	1370	411	333	84	1286.0	absent	bottle	000000525903.jpg	6	6	1	768477.0	767259.765422	1217	525903
s2_bot	149	1	7	228	252	117	885.0	absent	bottle	000000103161.jpg	6	6	1	778945.0	777684.580422	1260	103161
s2_bot	149	2	332	205	161	38	904.0	absent	bottle	000000103161.jpg	6	6	1	778945.0	777684.580422	1260	103161
s2_bot	149	3	612	155	387	155	1122.0	absent	bottle	000000103161.jpg	6	6	1	778945.0	777684.580422	1260	103161
s2_bot	149	4	913	547	100	30	1258.0	absent	bottle	000000103161.jpg	6	6	1	778945.0	777684.580422	1260	103161
s2_bot	149	5	1660	173	262	118	1531.0	absent	bottle	000000103161.jpg	6	6	1	778945.0	777684.580422	1260	103161
s2_bot	158	1	7	24	256	162	961.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	2	63	190	248	124	955.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	3	304	169	244	192	893.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	4	517	295	327	196	1068.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	5	830	530	322	185	1185.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	6	1409	146	287	223	1195.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	7	1583	79	276	220	1203.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	8	1711	257	392	215	1119.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	9	1997	212	353	217	1148.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	10	2231	32	359	213	1200.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	11	2302	149	325	192	1272.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	12	2470	337	321	186	1221.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	13	2820	140	320	181	1179.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	14	3021	233	188	186	1230.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	15	3308	116	118	161	1100.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	16	3454	93	179	175	1169.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	17	3587	165	144	132	1161.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	18	3780	128	116	130	1221.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	19	3960	277	77	188	1306.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	20	4291	283	39	265	1374.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	21	4637	152	88	147	1233.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	22	4816	126	76	171	1266.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	23	5029	174	320	127	1414.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	24	5232	258	355	123	1412.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	25	5514	134	372	117	1431.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	26	5699	160	394	241	1484.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	27	5894	168	389	218	1414.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	28	6103	235	341	209	1373.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	158	29	6361	125	323	191	1434.0	absent	bottle	000000199634.jpg	6	6	1	820577.0	814663.456422	5913	199634
s2_bot	170	1	7	46	256	161	927.0	absent	bottle	000000316505.jpg	6	6	1	1047528.0	1046494.54742	1033	316505
s2_bot	170	2	82	163	240	139	955.0	absent	bottle	000000316505.jpg	6	6	1	1047528.0	1046494.54742	1033	316505
s2_bot	170	3	313	53	210	41	933.0	absent	bottle	000000316505.jpg	6	6	1	1047528.0	1046494.54742	1033	316505
s2_bot	170	4	399	160	191	16	987.0	absent	bottle	000000316505.jpg	6	6	1	1047528.0	1046494.54742	1033	316505
s2_bot	170	5	598	155	152	8	1078.0	absent	bottle	000000316505.jpg	6	6	1	1047528.0	1046494.54742	1033	316505
s2_bot	170	6	805	158	75	10	1200.0	absent	bottle	000000316505.jpg	6	6	1	1047528.0	1046494.54742	1033	316505
s2_bot	170	7	1142	322	343	173	1434.0	absent	bottle	000000316505.jpg	6	6	1	1047528.0	1046494.54742	1033	316505
s2_bot	170	8	1514	82	258	164	1218.0	absent	bottle	000000316505.jpg	6	6	1	1047528.0	1046494.54742	1033	316505
s2_bot	173	1	7	23	255	162	928.0	absent	bottle	000000253452.jpg	6	6	1	1059823.0	1056619.12642	3203	253452
s2_bot	173	2	83	185	220	113	938.0	absent	bottle	000000253452.jpg	6	6	1	1059823.0	1056619.12642	3203	253452
s2_bot	173	3	327	170	173	42	916.0	absent	bottle	000000253452.jpg	6	6	1	1059823.0	1056619.12642	3203	253452
s2_bot	173	4	546	517	93	53	1204.0	absent	bottle	000000253452.jpg	6	6	1	1059823.0	1056619.12642	3203	253452
s2_bot	173	5	1163	113	406	145	1456.0	absent	bottle	000000253452.jpg	6	6	1	1059823.0	1056619.12642	3203	253452
s2_bot	173	6	1355	217	376	14	1371.0	absent	bottle	000000253452.jpg	6	6	1	1059823.0	1056619.12642	3203	253452
s2_bot	173	7	1612	409	305	14	1436.0	absent	bottle	000000253452.jpg	6	6	1	1059823.0	1056619.12642	3203	253452
s2_bot	173	8	2108	218	135	75	1743.0	absent	bottle	000000253452.jpg	6	6	1	1059823.0	1056619.12642	3203	253452
s2_bot	173	9	2374	153	48	87	1797.0	absent	bottle	000000253452.jpg	6	6	1	1059823.0	1056619.12642	3203	253452
s2_bot	173	10	2582	465	99	16	1886.0	absent	bottle	000000253452.jpg	6	6	1	1059823.0	1056619.12642	3203	253452
s2_bot	173	11	3112	196	168	155	2269.0	absent	bottle	000000253452.jpg	6	6	1	1059823.0	1056619.12642	3203	253452
s2_bot	173	12	3350	416	237	176	1744.0	absent	bottle	000000253452.jpg	6	6	1	1059823.0	1056619.12642	3203	253452
s2_bot	174	1	7	62	256	160	817.0	absent	bottle	000000547493.jpg	6	6	1	1063260.0	1061773.14442	1486	547493
s2_bot	174	2	93	124	241	144	832.0	absent	bottle	000000547493.jpg	6	6	1	1063260.0	1061773.14442	1486	547493
s2_bot	174	3	271	69	197	77	795.0	absent	bottle	000000547493.jpg	6	6	1	1063260.0	1061773.14442	1486	547493
s2_bot	174	4	392	102	195	16	847.0	absent	bottle	000000547493.jpg	6	6	1	1063260.0	1061773.14442	1486	547493
s2_bot	174	5	552	121	96	10	990.0	absent	bottle	000000547493.jpg	6	6	1	1063260.0	1061773.14442	1486	547493
s2_bot	174	6	779	310	408	8	1207.0	absent	bottle	000000547493.jpg	6	6	1	1063260.0	1061773.14442	1486	547493
s2_bot	174	7	1117	97	378	9	1334.0	absent	bottle	000000547493.jpg	6	6	1	1063260.0	1061773.14442	1486	547493
s2_bot	174	8	1320	216	73	148	1514.0	absent	bottle	000000547493.jpg	6	6	1	1063260.0	1061773.14442	1486	547493
s2_bot	174	9	1595	460	235	115	1351.0	absent	bottle	000000547493.jpg	6	6	1	1063260.0	1061773.14442	1486	547493
s2_bot	192	1	7	29	252	155	841.0	absent	bottle	000000002759.jpg	6	6	1	1129369.0	1127024.11442	2344	2759
s2_bot	192	2	46	151	238	135	862.0	absent	bottle	000000002759.jpg	6	6	1	1129369.0	1127024.11442	2344	2759
s2_bot	192	3	247	180	319	90	852.0	absent	bottle	000000002759.jpg	6	6	1	1129369.0	1127024.11442	2344	2759
s2_bot	192	4	493	402	158	79	1065.0	absent	bottle	000000002759.jpg	6	6	1	1129369.0	1127024.11442	2344	2759
s2_bot	192	5	991	168	385	79	1253.0	absent	bottle	000000002759.jpg	6	6	1	1129369.0	1127024.11442	2344	2759
s2_bot	192	6	1226	122	383	246	1242.0	absent	bottle	000000002759.jpg	6	6	1	1129369.0	1127024.11442	2344	2759
s2_bot	192	7	1505	169	328	96	1155.0	absent	bottle	000000002759.jpg	6	6	1	1129369.0	1127024.11442	2344	2759
s2_bot	192	8	2060	862	249	138	1231.0	absent	bottle	000000002759.jpg	6	6	1	1129369.0	1127024.11442	2344	2759
s2_bot	194	1	7	296	253	146	890.0	absent	bottle	000000235564.jpg	6	6	1	1137355.0	1135647.51942	1707	235564
s2_bot	194	2	364	54	418	125	920.0	absent	bottle	000000235564.jpg	6	6	1	1137355.0	1135647.51942	1707	235564
s2_bot	194	3	467	195	445	57	967.0	absent	bottle	000000235564.jpg	6	6	1	1137355.0	1135647.51942	1707	235564
s2_bot	194	4	688	121	439	23	1047.0	absent	bottle	000000235564.jpg	6	6	1	1137355.0	1135647.51942	1707	235564
s2_bot	194	5	925	263	108	143	1247.0	absent	bottle	000000235564.jpg	6	6	1	1137355.0	1135647.51942	1707	235564
s2_bot	194	6	1246	1022	268	136	1265.0	absent	bottle	000000235564.jpg	6	6	1	1137355.0	1135647.51942	1707	235564
s2_bot	206	1	7	25	253	161	946.0	absent	bottle	000000560427.jpg	6	6	1	1191544.0	1190190.11142	1353	560427
s2_bot	206	2	57	205	237	141	984.0	absent	bottle	000000560427.jpg	6	6	1	1191544.0	1190190.11142	1353	560427
s2_bot	206	3	315	310	229	68	1035.0	absent	bottle	000000560427.jpg	6	6	1	1191544.0	1190190.11142	1353	560427
s2_bot	206	4	669	164	186	78	1282.0	absent	bottle	000000560427.jpg	6	6	1	1191544.0	1190190.11142	1353	560427
